"id","altura","peso","imc","sexo","escolaridade","profissao","fumante.f","fumante.n","salario","filhos"
"7706",7706,1.42,51.98,25.78,"M","3ºgrau","Biologicas","Não",0,3054.91,1
"7707",7707,1.8,66.91,20.65,"F","2ºGrau","Exatas","Não",0,2921.7,1
"7708",7708,1.65,61.01,22.41,"M","Doutorado","Biologicas","Não",0,3108.69,1
"7709",7709,1.36,49.23,26.62,"M","1ºGrau","Humanas","Não",0,2732.3,0
"7710",7710,1.48,54.39,24.83,"M","2ºGrau","Biologicas","Não",0,3540.67,2
"7711",7711,1.5,54.87,24.39,"M","PósDoc","Biologicas","Não",0,2852.18,0
"7712",7712,1.37,49.69,26.47,"F","Mestrado","Humanas","Não",0,2775.03,2
"7713",7713,1.52,55.68,24.1,"M","1ºGrau","Biologicas","Não",0,2713.45,0
"7714",7714,1.36,49.43,26.72,"F","3ºgrau","Exatas","Não",0,2835.34,1
"7715",7715,1.52,55.6,24.07,"F","Analfabeto","Exatas","Não",0,3181.59,0
"7716",7716,1.53,56.05,23.94,"M","2ºGrau","Biologicas","Não",0,3329.8,1
"7717",7717,1.47,53.72,24.86,"M","Mestrado","Humanas","Não",0,3374.69,1
"7718",7718,1.71,63.54,21.73,"M","PósDoc","Exatas","Não",0,2378.91,0
"7719",7719,1.58,58.34,23.37,"M","2ºGrau","Humanas","Não",0,3507.87,1
"7720",7720,1.51,55.45,24.32,"M","Mestrado","Humanas","Não",0,2772.38,1
"7721",7721,1.69,62.58,21.91,"M","Analfabeto","Exatas","Não",0,3909.27,0
"7722",7722,1.44,52.78,25.45,"F","2ºGrau","Humanas","sim",1,1613.35,1
"7723",7723,1.49,54.51,24.55,"F","3ºgrau","Exatas","Não",0,2701.19,2
"7724",7724,1.58,58.26,23.34,"F","PósDoc","Humanas","Não",0,3062.22,0
"7725",7725,1.46,53.31,25.01,"M","Doutorado","Humanas","sim",1,3721.03,2
"7726",7726,1.55,56.83,23.65,"F","1ºGrau","Biologicas","Não",0,2825.88,1
"7727",7727,1.39,50.62,26.2,"M","Analfabeto","Biologicas","Não",0,2828.63,2
"7728",7728,1.64,60.8,22.61,"M","1ºGrau","Humanas","Não",0,3559.65,2
"7729",7729,1.48,54.34,24.81,"F","Doutorado","Humanas","sim",1,2669.82,1
"7730",7730,1.49,54.76,24.67,"F","1ºGrau","Exatas","Não",0,2918.3,0
"7731",7731,1.69,62.49,21.88,"F","3ºgrau","Biologicas","Não",0,2674.55,1
"7732",7732,1.52,55.95,24.22,"M","2ºGrau","Humanas","sim",1,3033.46,2
"7733",7733,1.65,60.94,22.38,"M","1ºGrau","Biologicas","Não",0,2319.97,1
"7734",7734,1.58,58.03,23.25,"F","3ºgrau","Humanas","sim",1,3394.82,2
"7735",7735,1.39,50.7,26.24,"M","Doutorado","Exatas","sim",1,3525.05,0
"7736",7736,1.56,57.4,23.59,"M","Doutorado","Humanas","Não",0,3138.2,2
"7737",7737,1.42,51.72,25.65,"F","2ºGrau","Humanas","sim",1,2704.54,1
"7738",7738,1.52,55.97,24.23,"M","3ºgrau","Exatas","sim",1,3048.75,2
"7739",7739,1.51,55.33,24.27,"F","3ºgrau","Humanas","sim",1,2684.55,1
"7740",7740,1.4,51.06,26.05,"M","1ºGrau","Biologicas","Não",0,3405.36,0
"7741",7741,1.54,56.57,23.85,"F","Doutorado","Biologicas","Não",0,2690.86,2
"7742",7742,1.6,58.96,23.03,"M","1ºGrau","Humanas","sim",1,3094.22,1
"7743",7743,1.55,56.91,23.69,"F","Doutorado","Biologicas","Não",0,3129.26,0
"7744",7744,1.56,57.33,23.56,"F","PósDoc","Exatas","Não",0,3286.21,0
"7745",7745,1.45,52.9,25.16,"F","Mestrado","Humanas","sim",1,3374.69,1
"7746",7746,1.54,56.66,23.89,"F","Doutorado","Exatas","Não",0,2607.92,2
"7747",7747,1.5,55.13,24.5,"F","PósDoc","Humanas","Não",0,3488.76,2
"7748",7748,1.63,60.13,22.63,"M","1ºGrau","Humanas","sim",1,2809.16,2
"7749",7749,1.55,56.92,23.69,"F","2ºGrau","Humanas","sim",1,2045.19,0
"7750",7750,1.43,52.09,25.47,"F","3ºgrau","Biologicas","sim",1,2889,0
"7751",7751,1.41,51.56,25.93,"F","Doutorado","Exatas","Não",0,3312.41,2
"7752",7752,1.52,55.78,24.14,"M","3ºgrau","Biologicas","sim",1,3307.92,0
"7753",7753,1.48,54.1,24.7,"M","Mestrado","Biologicas","Não",0,2875.08,0
"7754",7754,1.42,51.98,25.78,"F","Mestrado","Exatas","sim",1,2962.97,2
"7755",7755,1.41,51.34,25.82,"F","PósDoc","Exatas","sim",1,3824.85,2
"7756",7756,1.43,52.16,25.51,"F","1ºGrau","Biologicas","sim",1,3464.16,2
"7757",7757,1.46,53.47,25.08,"M","PósDoc","Humanas","Não",0,3405.27,1
"7758",7758,1.49,54.49,24.54,"F","PósDoc","Biologicas","Não",0,3159.25,0
"7759",7759,1.6,58.98,23.04,"F","Mestrado","Biologicas","sim",1,3281.3,0
"7760",7760,1.56,57.21,23.51,"M","Doutorado","Humanas","Não",0,2738.39,0
"7761",7761,1.61,59.33,22.89,"M","Mestrado","Humanas","sim",1,2711.22,1
"7762",7762,1.47,53.99,24.98,"F","Analfabeto","Exatas","Não",0,3358.87,1
"7763",7763,1.59,58.76,23.24,"F","Mestrado","Biologicas","Não",0,3291.24,1
"7764",7764,1.52,55.74,24.13,"M","Analfabeto","Biologicas","sim",1,3018.58,1
"7765",7765,1.53,56.12,23.97,"F","Doutorado","Biologicas","Não",0,3096.25,0
"7766",7766,1.55,57.13,23.78,"M","Analfabeto","Humanas","sim",1,3689.75,2
"7767",7767,1.45,53.09,25.25,"M","Doutorado","Humanas","sim",1,2959.77,2
"7768",7768,1.41,51.38,25.84,"M","1ºGrau","Exatas","Não",0,3355.72,0
"7769",7769,1.39,50.52,26.15,"F","2ºGrau","Exatas","sim",1,3121.58,2
"7770",7770,1.48,54.27,24.78,"M","Mestrado","Exatas","Não",0,2747.52,1
"7771",7771,1.6,59.05,23.07,"M","2ºGrau","Exatas","Não",0,3567.14,1
"7772",7772,1.61,59.45,22.94,"F","Analfabeto","Exatas","sim",1,2970.24,2
"7773",7773,1.5,55.18,24.52,"F","Analfabeto","Biologicas","Não",0,3256.62,1
"7774",7774,1.57,57.67,23.4,"M","Doutorado","Exatas","sim",1,2932.68,0
"7775",7775,1.38,50.36,26.44,"F","Mestrado","Humanas","sim",1,3529.9,2
"7776",7776,1.5,54.91,24.4,"M","2ºGrau","Exatas","Não",0,2938.93,2
"7777",7777,1.4,50.81,25.92,"F","1ºGrau","Biologicas","Não",0,2716.6,1
"7778",7778,1.55,56.93,23.7,"M","1ºGrau","Humanas","Não",0,2958.47,1
"7779",7779,1.6,59.19,23.12,"M","3ºgrau","Exatas","Não",0,3086.96,1
"7780",7780,1.44,52.6,25.37,"F","2ºGrau","Humanas","Não",0,3050.93,2
"7781",7781,1.43,52.28,25.57,"F","Doutorado","Biologicas","sim",1,2736.7,2
"7782",7782,1.45,53.1,25.26,"F","2ºGrau","Biologicas","sim",1,2662.45,2
"7783",7783,1.56,57.52,23.64,"F","2ºGrau","Humanas","sim",1,3004.23,1
"7784",7784,1.49,54.74,24.66,"F","1ºGrau","Humanas","sim",1,2828.05,0
"7785",7785,1.46,53.25,24.98,"M","2ºGrau","Humanas","Não",0,3201.56,0
"7786",7786,1.51,55.24,24.23,"F","2ºGrau","Humanas","sim",1,2739.53,0
"7787",7787,1.55,56.96,23.71,"M","Analfabeto","Humanas","sim",1,3095.03,2
"7788",7788,1.51,55.47,24.33,"M","2ºGrau","Exatas","sim",1,2954.68,2
"7789",7789,1.58,58.29,23.35,"M","Mestrado","Exatas","Não",0,3342.15,2
"7790",7790,1.46,53.45,25.08,"F","3ºgrau","Biologicas","Não",0,3720.85,1
"7791",7791,1.66,61.59,22.35,"M","Mestrado","Biologicas","sim",1,3253.63,0
"7792",7792,1.66,61.5,22.32,"M","2ºGrau","Exatas","sim",1,2913.84,0
"7793",7793,1.75,64.82,21.17,"M","1ºGrau","Biologicas","Não",0,2654.26,2
"7794",7794,1.57,57.98,23.52,"F","PósDoc","Exatas","Não",0,4038.27,2
"7795",7795,1.46,53.26,24.99,"F","PósDoc","Exatas","Não",0,3012.22,0
"7796",7796,1.48,54.05,24.68,"F","1ºGrau","Exatas","Não",0,3071.51,0
"7797",7797,1.3,47.14,27.89,"F","PósDoc","Exatas","sim",1,2363.09,1
"7798",7798,1.55,56.97,23.71,"F","1ºGrau","Biologicas","Não",0,3081.23,1
"7799",7799,1.54,56.66,23.89,"M","3ºgrau","Exatas","Não",0,2212.72,1
"7800",7800,1.59,58.58,23.17,"F","2ºGrau","Exatas","Não",0,2988.61,2
"7801",7801,1.58,58.17,23.3,"F","Doutorado","Exatas","sim",1,2790.24,0
"7802",7802,1.37,49.71,26.49,"M","PósDoc","Humanas","sim",1,4008.89,1
"7803",7803,1.53,56,23.92,"M","Analfabeto","Humanas","Não",0,3489.87,1
"7804",7804,1.54,56.49,23.82,"F","Doutorado","Humanas","Não",0,3280.48,2
"7805",7805,1.51,55.6,24.38,"F","3ºgrau","Humanas","Não",0,2833.1,0
"7806",7806,1.54,56.71,23.91,"M","3ºgrau","Humanas","Não",0,2351.65,1
"7807",7807,1.43,52.12,25.49,"M","Analfabeto","Humanas","sim",1,3165.74,0
"7808",7808,1.42,51.89,25.73,"M","Mestrado","Biologicas","sim",1,2938.35,1
"7809",7809,1.59,58.79,23.25,"F","Doutorado","Humanas","sim",1,3107.82,0
"7810",7810,1.56,57.34,23.56,"M","Mestrado","Exatas","Não",0,2976.96,2
"7811",7811,1.46,53.35,25.03,"M","Analfabeto","Biologicas","sim",1,3434.63,0
"7812",7812,1.59,58.6,23.18,"F","PósDoc","Biologicas","Não",0,2926.23,2
"7813",7813,1.41,51.58,25.94,"M","Mestrado","Exatas","sim",1,2830.31,1
"7814",7814,1.56,57.52,23.64,"M","PósDoc","Exatas","sim",1,2274.59,2
"7815",7815,1.39,50.74,26.26,"M","Analfabeto","Exatas","Não",0,2955.74,0
"7816",7816,1.57,57.68,23.4,"F","3ºgrau","Exatas","Não",0,3269.6,2
"7817",7817,1.48,54.32,24.8,"F","PósDoc","Exatas","sim",1,3559.08,1
"7818",7818,1.46,53.51,25.1,"F","2ºGrau","Biologicas","Não",0,2885.75,1
"7819",7819,1.58,58.12,23.28,"F","Doutorado","Humanas","sim",1,3369.28,2
"7820",7820,1.53,56.16,23.99,"M","Doutorado","Exatas","Não",0,3397.55,2
"7821",7821,1.46,53.22,24.97,"M","3ºgrau","Exatas","Não",0,3180,0
"7822",7822,1.58,58.11,23.28,"M","2ºGrau","Biologicas","Não",0,3145.38,2
"7823",7823,1.52,55.89,24.19,"F","2ºGrau","Exatas","Não",0,3040.31,2
"7824",7824,1.46,53.6,25.15,"M","2ºGrau","Biologicas","Não",0,3510.12,0
"7825",7825,1.52,55.94,24.21,"F","3ºgrau","Biologicas","Não",0,3240.56,0
"7826",7826,1.47,53.61,24.81,"M","1ºGrau","Biologicas","Não",0,2678.57,1
"7827",7827,1.41,51.47,25.89,"F","PósDoc","Humanas","Não",0,2962.45,1
"7828",7828,1.27,45.71,28.34,"M","Analfabeto","Humanas","sim",1,2960.15,2
"7829",7829,1.59,58.68,23.21,"M","3ºgrau","Humanas","sim",1,2770.25,0
"7830",7830,1.51,55.24,24.23,"F","3ºgrau","Humanas","Não",0,3732.43,0
"7831",7831,1.47,53.88,24.93,"F","Mestrado","Humanas","sim",1,3180.88,1
"7832",7832,1.61,59.28,22.87,"F","Analfabeto","Humanas","Não",0,2692.88,2
"7833",7833,1.68,62.4,22.11,"F","PósDoc","Biologicas","Não",0,2548.96,2
"7834",7834,1.31,47.43,27.64,"M","Analfabeto","Biologicas","Não",0,2948.73,1
"7835",7835,1.61,59.42,22.92,"F","Analfabeto","Exatas","Não",0,2394.98,0
"7836",7836,1.31,47.52,27.69,"F","Analfabeto","Biologicas","Não",0,2730.38,2
"7837",7837,1.43,52.19,25.52,"M","3ºgrau","Exatas","sim",1,2932.9,2
"7838",7838,1.53,56.31,24.05,"F","PósDoc","Biologicas","Não",0,3081.25,0
"7839",7839,1.57,57.98,23.52,"F","Mestrado","Humanas","Não",0,3396.96,1
"7840",7840,1.64,60.71,22.57,"M","PósDoc","Exatas","sim",1,2603.72,2
"7841",7841,1.39,50.58,26.18,"F","PósDoc","Humanas","Não",0,2778.07,1
"7842",7842,1.37,49.67,26.46,"F","PósDoc","Exatas","sim",1,3678.06,1
"7843",7843,1.53,56.26,24.03,"M","1ºGrau","Humanas","Não",0,3107.8,0
"7844",7844,1.4,51.05,26.05,"M","Analfabeto","Humanas","sim",1,2886.64,2
"7845",7845,1.61,59.45,22.94,"M","Doutorado","Biologicas","Não",0,2732.71,0
"7846",7846,1.28,46.21,28.2,"F","3ºgrau","Exatas","sim",1,4031.31,2
"7847",7847,1.65,60.86,22.35,"F","1ºGrau","Exatas","Não",0,2878.62,1
"7848",7848,1.52,55.92,24.2,"F","Doutorado","Humanas","sim",1,2720.15,2
"7849",7849,1.56,57.57,23.66,"F","Doutorado","Exatas","sim",1,3163.05,0
"7850",7850,1.64,60.74,22.58,"F","3ºgrau","Humanas","Não",0,2674.29,1
"7851",7851,1.52,55.71,24.11,"M","2ºGrau","Exatas","Não",0,3545.65,1
"7852",7852,1.42,51.64,25.61,"M","PósDoc","Biologicas","Não",0,2845.21,2
"7853",7853,1.42,51.63,25.61,"M","Analfabeto","Exatas","Não",0,2355.42,0
"7854",7854,1.45,52.91,25.17,"F","2ºGrau","Humanas","sim",1,1800.19,0
"7855",7855,1.53,56.26,24.03,"F","3ºgrau","Exatas","sim",1,3015.26,2
"7856",7856,1.53,56.19,24,"M","3ºgrau","Exatas","Não",0,2698.84,2
"7857",7857,1.57,57.84,23.47,"F","PósDoc","Humanas","sim",1,2703.29,0
"7858",7858,1.46,53.3,25,"F","2ºGrau","Biologicas","Não",0,3635.53,0
"7859",7859,1.61,59.29,22.87,"F","Doutorado","Humanas","sim",1,2471.65,2
"7860",7860,1.52,55.69,24.1,"F","PósDoc","Humanas","Não",0,2329.54,0
"7861",7861,1.58,58.38,23.39,"M","Doutorado","Humanas","Não",0,3517.3,1
"7862",7862,1.49,54.46,24.53,"M","Doutorado","Humanas","sim",1,2782.66,0
"7863",7863,1.47,53.91,24.95,"M","PósDoc","Humanas","Não",0,3565.7,2
"7864",7864,1.61,59.32,22.88,"M","3ºgrau","Humanas","sim",1,3490.86,2
"7865",7865,1.69,62.5,21.88,"M","Mestrado","Biologicas","sim",1,3458.25,2
"7866",7866,1.48,54.25,24.77,"F","Analfabeto","Biologicas","sim",1,2947.63,1
"7867",7867,1.38,50.09,26.3,"M","Analfabeto","Biologicas","Não",0,2859.89,1
"7868",7868,1.67,61.79,22.16,"M","1ºGrau","Exatas","sim",1,2969.23,0
"7869",7869,1.34,48.71,27.13,"M","1ºGrau","Humanas","sim",1,2933.24,0
"7870",7870,1.57,57.67,23.4,"F","Analfabeto","Humanas","sim",1,2965.01,2
"7871",7871,1.4,50.99,26.02,"M","Mestrado","Biologicas","sim",1,3224.09,1
"7872",7872,1.47,53.66,24.83,"M","Analfabeto","Exatas","Não",0,2769.43,0
"7873",7873,1.47,53.67,24.84,"M","Doutorado","Exatas","Não",0,3196.53,2
"7874",7874,1.4,51.14,26.09,"F","3ºgrau","Humanas","Não",0,3722.38,2
"7875",7875,1.59,58.52,23.15,"F","Doutorado","Exatas","sim",1,3225.38,1
"7876",7876,1.57,57.94,23.51,"F","Analfabeto","Humanas","sim",1,2700.4,1
"7877",7877,1.31,47.35,27.59,"M","Mestrado","Humanas","Não",0,2609.3,0
"7878",7878,1.54,56.78,23.94,"M","3ºgrau","Exatas","sim",1,3390.08,1
"7879",7879,1.63,60.28,22.69,"M","1ºGrau","Exatas","Não",0,3438.99,0
"7880",7880,1.46,53.29,25,"F","2ºGrau","Exatas","Não",0,3413.96,1
"7881",7881,1.55,56.96,23.71,"F","2ºGrau","Exatas","Não",0,3390.15,0
"7882",7882,1.57,57.79,23.45,"F","PósDoc","Exatas","sim",1,2992.34,1
"7883",7883,1.54,56.67,23.9,"F","3ºgrau","Humanas","Não",0,2830.52,0
"7884",7884,1.32,47.8,27.43,"F","Mestrado","Biologicas","sim",1,3357.46,1
"7885",7885,1.55,56.85,23.66,"F","1ºGrau","Biologicas","Não",0,2995.73,2
"7886",7886,1.51,55.23,24.22,"F","Doutorado","Humanas","sim",1,2810.66,0
"7887",7887,1.38,50.32,26.42,"F","Doutorado","Humanas","Não",0,3049.67,1
"7888",7888,1.41,51.21,25.76,"M","2ºGrau","Biologicas","Não",0,2574.15,2
"7889",7889,1.46,53.37,25.04,"F","Doutorado","Exatas","Não",0,3585.12,2
"7890",7890,1.74,64.69,21.37,"M","3ºgrau","Biologicas","Não",0,2426.2,0
"7891",7891,1.53,56.12,23.97,"M","Mestrado","Exatas","Não",0,2414.93,0
"7892",7892,1.55,57.12,23.78,"F","1ºGrau","Humanas","Não",0,3418.41,1
"7893",7893,1.45,52.93,25.17,"M","2ºGrau","Humanas","Não",0,2811.37,0
"7894",7894,1.64,60.48,22.49,"F","1ºGrau","Biologicas","sim",1,2898.88,1
"7895",7895,1.6,58.82,22.98,"F","Analfabeto","Exatas","Não",0,2585.11,2
"7896",7896,1.56,57.44,23.6,"F","3ºgrau","Exatas","Não",0,3204.63,1
"7897",7897,1.4,51.1,26.07,"M","Mestrado","Biologicas","sim",1,3228.09,1
"7898",7898,1.45,53.04,25.23,"M","Doutorado","Biologicas","Não",0,2378.78,2
"7899",7899,1.44,52.73,25.43,"M","1ºGrau","Exatas","Não",0,3668.62,2
"7900",7900,1.43,52.36,25.61,"M","2ºGrau","Exatas","Não",0,3250.73,1
"7901",7901,1.41,51.23,25.77,"M","2ºGrau","Humanas","sim",1,3075.7,1
"7902",7902,1.49,54.58,24.58,"M","2ºGrau","Exatas","sim",1,2723.19,0
"7903",7903,1.46,53.4,25.05,"F","3ºgrau","Biologicas","sim",1,2840.16,1
"7904",7904,1.44,52.41,25.27,"F","1ºGrau","Humanas","sim",1,3644.41,1
"7905",7905,1.55,57.14,23.78,"F","Mestrado","Biologicas","Não",0,3371.04,1
"7906",7906,1.21,43.44,29.67,"F","2ºGrau","Biologicas","sim",1,3007.82,0
"7907",7907,1.33,48.33,27.32,"F","Mestrado","Biologicas","sim",1,2371.68,0
"7908",7908,1.51,55.26,24.24,"M","2ºGrau","Exatas","Não",0,2671.85,0
"7909",7909,1.6,59.03,23.06,"M","3ºgrau","Humanas","Não",0,2331.95,2
"7910",7910,1.57,57.7,23.41,"F","PósDoc","Exatas","Não",0,3540.86,0
"7911",7911,1.41,51.34,25.82,"F","PósDoc","Humanas","Não",0,2442.59,2
"7912",7912,1.49,54.79,24.68,"M","Doutorado","Exatas","sim",1,2758.82,1
"7913",7913,1.47,53.9,24.94,"M","Analfabeto","Exatas","Não",0,3711.99,0
"7914",7914,1.5,55.06,24.47,"M","3ºgrau","Humanas","Não",0,3040.05,1
"7915",7915,1.39,50.69,26.24,"M","3ºgrau","Humanas","Não",0,3532.17,2
"7916",7916,1.57,57.72,23.42,"M","Mestrado","Humanas","sim",1,2429.73,0
"7917",7917,1.4,51.08,26.06,"F","1ºGrau","Exatas","Não",0,2198.49,1
"7918",7918,1.49,54.74,24.66,"M","1ºGrau","Humanas","Não",0,3125.07,2
"7919",7919,1.59,58.68,23.21,"M","Mestrado","Biologicas","Não",0,3356.74,2
"7920",7920,1.56,57.59,23.66,"F","2ºGrau","Humanas","Não",0,2893.75,0
"7921",7921,1.46,53.28,25,"M","Doutorado","Humanas","Não",0,2819.8,0
"7922",7922,1.28,46.05,28.11,"M","Analfabeto","Biologicas","sim",1,3325.8,2
"7923",7923,1.53,56.17,24,"F","PósDoc","Biologicas","Não",0,3542.81,0
"7924",7924,1.43,52.4,25.62,"F","Doutorado","Humanas","sim",1,3029.43,2
"7925",7925,1.52,55.7,24.11,"F","Mestrado","Biologicas","sim",1,2796.62,2
"7926",7926,1.56,57.55,23.65,"M","Analfabeto","Exatas","sim",1,2409.88,2
"7927",7927,1.56,57.31,23.55,"M","Analfabeto","Exatas","sim",1,3087.96,1
"7928",7928,1.52,55.71,24.11,"F","Mestrado","Exatas","Não",0,2733.42,2
"7929",7929,1.51,55.2,24.21,"F","Doutorado","Humanas","sim",1,2426.19,0
"7930",7930,1.54,56.53,23.84,"M","3ºgrau","Biologicas","sim",1,2405.23,1
"7931",7931,1.65,61.01,22.41,"M","3ºgrau","Exatas","sim",1,2858.12,1
"7932",7932,1.42,51.85,25.71,"F","1ºGrau","Biologicas","Não",0,3112.93,1
"7933",7933,1.47,53.65,24.83,"M","PósDoc","Biologicas","sim",1,3465.11,0
"7934",7934,1.53,56.12,23.97,"M","3ºgrau","Biologicas","Não",0,3375.19,1
"7935",7935,1.56,57.52,23.64,"F","Analfabeto","Humanas","sim",1,3205.95,1
"7936",7936,1.66,61.59,22.35,"F","1ºGrau","Biologicas","sim",1,2460.16,2
"7937",7937,1.55,56.85,23.66,"F","Mestrado","Biologicas","Não",0,3204.29,0
"7938",7938,1.49,54.78,24.67,"M","1ºGrau","Exatas","Não",0,2302.34,2
"7939",7939,1.57,57.69,23.4,"F","3ºgrau","Exatas","Não",0,3455.05,0
"7940",7940,1.66,61.52,22.33,"M","1ºGrau","Humanas","sim",1,2947.49,1
"7941",7941,1.53,56.4,24.09,"F","2ºGrau","Exatas","Não",0,2966.6,2
"7942",7942,1.43,52.4,25.62,"F","Doutorado","Biologicas","sim",1,3366.3,1
"7943",7943,1.5,54.98,24.44,"M","2ºGrau","Exatas","Não",0,3572.26,0
"7944",7944,1.61,59.23,22.85,"F","Analfabeto","Exatas","Não",0,2438.75,1
"7945",7945,1.43,52.23,25.54,"F","2ºGrau","Exatas","Não",0,4428.39,1
"7946",7946,1.67,61.81,22.16,"F","Analfabeto","Biologicas","Não",0,3384.15,2
"7947",7947,1.56,57.52,23.64,"M","Mestrado","Exatas","sim",1,3154.99,2
"7948",7948,1.4,50.86,25.95,"M","3ºgrau","Humanas","sim",1,2480.11,2
"7949",7949,1.47,53.83,24.91,"F","PósDoc","Exatas","Não",0,3504.86,1
"7950",7950,1.56,57.4,23.59,"F","2ºGrau","Biologicas","Não",0,2550.49,2
"7951",7951,1.38,50.12,26.32,"M","1ºGrau","Humanas","sim",1,3252.25,0
"7952",7952,1.28,46.23,28.22,"F","3ºgrau","Humanas","Não",0,2933.59,1
"7953",7953,1.52,55.94,24.21,"M","PósDoc","Exatas","Não",0,3466.94,1
"7954",7954,1.5,55.02,24.45,"F","1ºGrau","Exatas","sim",1,3605.68,2
"7955",7955,1.72,63.79,21.56,"F","3ºgrau","Humanas","sim",1,3009.25,1
"7956",7956,1.56,57.3,23.55,"F","PósDoc","Exatas","sim",1,2438.18,0
"7957",7957,1.5,54.82,24.36,"M","2ºGrau","Biologicas","sim",1,3137.03,0
"7958",7958,1.38,50.37,26.45,"M","Doutorado","Humanas","Não",0,3381.32,2
"7959",7959,1.51,55.24,24.23,"F","2ºGrau","Humanas","Não",0,2284.01,2
"7960",7960,1.54,56.71,23.91,"M","2ºGrau","Biologicas","Não",0,2942.2,1
"7961",7961,1.5,55.07,24.48,"M","3ºgrau","Humanas","Não",0,2982.28,1
"7962",7962,1.37,49.68,26.47,"F","2ºGrau","Exatas","Não",0,3204.36,0
"7963",7963,1.69,62.69,21.95,"F","Analfabeto","Humanas","Não",0,2718.07,0
"7964",7964,1.58,58.26,23.34,"M","Mestrado","Exatas","sim",1,3669.66,1
"7965",7965,1.57,57.71,23.41,"F","Doutorado","Biologicas","sim",1,2951.24,1
"7966",7966,1.69,62.47,21.87,"M","Doutorado","Humanas","Não",0,2794.03,2
"7967",7967,1.47,53.67,24.84,"M","2ºGrau","Humanas","sim",1,2808.27,0
"7968",7968,1.46,53.51,25.1,"M","Mestrado","Exatas","Não",0,4271.85,0
"7969",7969,1.56,57.43,23.6,"M","3ºgrau","Biologicas","Não",0,2808.94,1
"7970",7970,1.62,59.65,22.73,"M","1ºGrau","Humanas","sim",1,2737.09,0
"7971",7971,1.48,54.11,24.7,"M","Mestrado","Biologicas","Não",0,2303.89,1
"7972",7972,1.56,57.31,23.55,"M","2ºGrau","Exatas","sim",1,3171.76,2
"7973",7973,1.38,50.35,26.44,"F","Mestrado","Biologicas","sim",1,2826.12,0
"7974",7974,1.41,51.31,25.81,"M","Doutorado","Humanas","sim",1,3234.18,0
"7975",7975,1.32,47.72,27.39,"F","3ºgrau","Biologicas","Não",0,2744.6,2
"7976",7976,1.51,55.57,24.37,"F","Doutorado","Biologicas","Não",0,2890.16,0
"7977",7977,1.67,61.67,22.11,"F","3ºgrau","Exatas","sim",1,2978.95,1
"7978",7978,1.49,54.4,24.5,"F","1ºGrau","Humanas","sim",1,2563.53,2
"7979",7979,1.61,59.45,22.94,"F","2ºGrau","Biologicas","sim",1,2967.21,1
"7980",7980,1.4,51.09,26.07,"F","1ºGrau","Humanas","Não",0,3748.13,1
"7981",7981,1.43,52.1,25.48,"M","3ºgrau","Exatas","Não",0,3148.15,1
"7982",7982,1.46,53.2,24.96,"F","3ºgrau","Biologicas","Não",0,3559.23,2
"7983",7983,1.64,60.57,22.52,"F","Doutorado","Biologicas","Não",0,2779.94,0
"7984",7984,1.61,59.43,22.93,"M","1ºGrau","Biologicas","sim",1,3761.3,1
"7985",7985,1.71,63.44,21.7,"M","2ºGrau","Humanas","Não",0,3109.02,0
"7986",7986,1.57,57.88,23.48,"F","2ºGrau","Exatas","Não",0,1645.51,1
"7987",7987,1.43,52.35,25.6,"M","Mestrado","Humanas","Não",0,2195.95,0
"7988",7988,1.38,50.2,26.36,"M","Mestrado","Exatas","Não",0,2893.75,0
"7989",7989,1.62,59.76,22.77,"F","Doutorado","Exatas","sim",1,2775.81,1
"7990",7990,1.38,50.16,26.34,"F","2ºGrau","Exatas","sim",1,2919.36,2
"7991",7991,1.47,53.94,24.96,"F","Analfabeto","Exatas","sim",1,3094.38,2
"7992",7992,1.49,54.74,24.66,"M","PósDoc","Exatas","Não",0,2501.6,2
"7993",7993,1.58,58.27,23.34,"F","2ºGrau","Humanas","Não",0,2642.02,1
"7994",7994,1.69,62.8,21.99,"F","Analfabeto","Biologicas","Não",0,2907.92,0
"7995",7995,1.32,47.76,27.41,"F","Mestrado","Exatas","sim",1,3547.21,1
"7996",7996,1.58,58.15,23.29,"M","2ºGrau","Exatas","Não",0,3139.73,0
"7997",7997,1.56,57.43,23.6,"M","Mestrado","Biologicas","Não",0,3407.74,1
"7998",7998,1.43,52.06,25.46,"F","1ºGrau","Exatas","sim",1,3508.68,2
"7999",7999,1.78,66.37,20.95,"F","Mestrado","Biologicas","Não",0,3194.71,0
"8000",8000,1.54,56.79,23.95,"F","2ºGrau","Humanas","Não",0,2568.11,0
"8001",8001,1.47,53.8,24.9,"F","1ºGrau","Humanas","Não",0,2804.76,1
"8002",8002,1.46,53.55,25.12,"M","2ºGrau","Exatas","Não",0,3521.65,0
"8003",8003,1.41,51.3,25.8,"M","3ºgrau","Humanas","Não",0,3303.22,0
"8004",8004,1.54,56.58,23.86,"M","Analfabeto","Exatas","sim",1,2563.64,0
"8005",8005,1.53,56.13,23.98,"F","Analfabeto","Biologicas","Não",0,2858.58,2
"8006",8006,1.58,58.24,23.33,"F","PósDoc","Exatas","sim",1,2711.89,0
"8007",8007,1.68,62.21,22.04,"M","Doutorado","Biologicas","sim",1,3162.25,2
"8008",8008,1.44,52.52,25.33,"M","Analfabeto","Biologicas","sim",1,3801.96,1
"8009",8009,1.62,59.8,22.79,"M","2ºGrau","Exatas","sim",1,3074.96,1
